team,epa_2025_total_points_mean,epa_2025_total_points_sd,epa_2025_unitless,epa_2025_norm,epa_2025_conf_low,epa_2025_conf_high,epa_2025_breakdown_total_points,epa_2025_breakdown_auto_points,epa_2025_breakdown_teleop_points,epa_2025_breakdown_endgame_points,epa_2025_breakdown_auto_rp,epa_2025_breakdown_coral_rp,epa_2025_breakdown_barge_rp,epa_2025_breakdown_tiebreaker_points,epa_2025_breakdown_auto_leave_points,epa_2025_breakdown_auto_coral,epa_2025_breakdown_auto_coral_points,epa_2025_breakdown_teleop_coral,epa_2025_breakdown_teleop_coral_points,epa_2025_breakdown_coral_l1,epa_2025_breakdown_coral_l2,epa_2025_breakdown_coral_l3,epa_2025_breakdown_coral_l4,epa_2025_breakdown_total_coral_points,epa_2025_breakdown_processor_algae,epa_2025_breakdown_processor_algae_points,epa_2025_breakdown_net_algae,epa_2025_breakdown_net_algae_points,epa_2025_breakdown_total_algae_points,epa_2025_breakdown_total_game_pieces,epa_2025_breakdown_barge_points,epa_2025_breakdown_rp_1,epa_2025_breakdown_rp_2,epa_2025_breakdown_rp_3,epa_2025_stats_start,epa_2025_stats_pre_champs,epa_2025_stats_max,epa_2025_ranks_total_rank,epa_2025_ranks_total_percentile,epa_2025_ranks_total_team_count,epa_2025_ranks_country_rank,epa_2025_ranks_country_percentile,epa_2025_ranks_country_team_count,epa_2025_ranks_state_rank,epa_2025_ranks_state_percentile,epa_2025_ranks_state_team_count,epa_2025_ranks_district_rank,epa_2025_ranks_district_percentile,epa_2025_ranks_district_team_count,epa_2024_total_points_mean,epa_2024_total_points_sd,epa_2024_unitless,epa_2024_norm,epa_2024_conf_low,epa_2024_conf_high,epa_2024_breakdown_total_points,epa_2024_breakdown_auto_points,epa_2024_breakdown_teleop_points,epa_2024_breakdown_endgame_points,epa_2024_breakdown_melody_rp,epa_2024_breakdown_ensemble_rp,epa_2024_breakdown_tiebreaker_points,epa_2024_breakdown_auto_leave_points,epa_2024_breakdown_auto_notes,epa_2024_breakdown_auto_note_points,epa_2024_breakdown_teleop_notes,epa_2024_breakdown_teleop_note_points,epa_2024_breakdown_amp_notes,epa_2024_breakdown_amp_points,epa_2024_breakdown_speaker_notes,epa_2024_breakdown_speaker_points,epa_2024_breakdown_amplified_notes,epa_2024_breakdown_total_notes,epa_2024_breakdown_total_note_points,epa_2024_breakdown_endgame_park_points,epa_2024_breakdown_endgame_on_stage_points,epa_2024_breakdown_endgame_harmony_points,epa_2024_breakdown_endgame_trap_points,epa_2024_breakdown_endgame_spotlight_points,epa_2024_breakdown_rp_1,epa_2024_breakdown_rp_2,epa_2024_stats_start,epa_2024_stats_pre_champs,epa_2024_stats_max,epa_2024_ranks_total_rank,epa_2024_ranks_total_percentile,epa_2024_ranks_total_team_count,epa_2024_ranks_country_rank,epa_2024_ranks_country_percentile,epa_2024_ranks_country_team_count,epa_2024_ranks_state_rank,epa_2024_ranks_state_percentile,epa_2024_ranks_state_team_count,epa_2024_ranks_district_rank,epa_2024_ranks_district_percentile,epa_2024_ranks_district_team_count
75,38.17,5.86,1571.0,1617.0,-0.85,1.08,38.17,10.85,22.15,5.16,0.4885,-0.1371,0.32933,-0.05,2.99,1.15,7.87,3.95,19.71,-0.24,0.17,0.32,4.77,27.58,0.53,1.58,0.21,0.86,2.44,5.76,5.16,0.4885,-0.1371,0.32933,27.15,38.17,39.32,427,0.885,3712,338,0.8853,2947,11,0.8817,93,21,0.8489,139,21.45,3.78,1579.0,1557.0,-0.6,1.06,21.45,9.98,8.62,2.85,0.1366,0.1471,0.23,1.77,1.65,8.21,4.24,8.62,0.81,0.82,5.09,16.0,0.31,5.89,16.82,0.44,1.82,0.39,-0.1,0.3,0.1366,0.1471,14.44,21.45,21.45,908.0,0.7389,3477.0,784.0,0.7213,2813.0,25.0,0.7126,87.0,44.0,0.6535,127.0
78,52.85,5.39,1671.0,1713.0,-0.71,1.02,52.85,9.98,34.93,7.94,0.4225,0.1488,0.50916,0.02,3.28,1.09,6.7,6.41,25.79,0.95,0.88,1.88,3.64,32.5,0.51,1.52,1.91,7.62,9.14,9.76,7.94,0.4225,0.1488,0.50916,39.64,52.85,52.97,138,0.9628,3712,111,0.9623,2947,1,0.75,4,15,0.9215,191,37.25,7.66,1771.0,1710.0,-0.89,0.86,37.25,9.96,24.06,3.23,0.5726,0.4054,0.28,2.18,1.55,7.78,7.13,24.06,3.57,3.57,5.11,28.27,4.46,8.68,31.84,0.2,2.2,0.41,0.31,0.11,0.5726,0.4054,19.12,34.24,40.07,135.0,0.9612,3477.0,116.0,0.9588,2813.0,1.0,0.8,5.0,16.0,0.9121,182.0
79,11.83,5.95,1393.0,1416.0,-1.04,1.15,11.83,3.78,6.16,1.88,0.1683,-0.1245,-0.07238,-0.02,2.64,0.15,1.15,1.45,5.55,0.13,0.5,0.37,0.64,6.7,0.34,1.02,-0.1,-0.41,0.61,1.87,1.88,0.1683,-0.1245,-0.07238,18.19,11.83,11.83,3183,0.1432,3715,2575,0.1268,2949,68,0.2093,86,1699,0.1349,1964,9.84,2.94,1437.0,1453.0,-0.74,1.04,9.84,2.69,6.56,0.6,0.1562,-0.1198,0.14,0.63,0.41,2.06,2.98,6.56,1.12,1.11,2.27,7.5,0.57,3.39,8.61,0.66,-0.04,-0.05,-0.02,0.04,0.1562,-0.1198,8.9,9.84,10.21,2421.0,0.3037,3477.0,2003.0,0.2879,2813.0,43.0,0.4557,79.0,1216.0,0.3259,1804.0
85,31.97,5.22,1529.0,1575.0,-0.86,1.11,31.97,7.27,20.96,3.75,0.2649,-0.1309,0.11795,0.16,3.86,0.51,3.4,4.48,18.0,0.63,0.72,1.1,2.51,21.4,0.81,2.42,0.13,0.54,2.96,5.89,3.75,0.2649,-0.1309,0.11795,35.37,31.97,33.39,690,0.8141,3712,558,0.8107,2947,109,0.794,529,109,0.794,529,32.61,3.49,1715.0,1650.0,-0.86,0.89,32.61,11.29,19.55,1.77,0.4335,0.1231,0.4,1.71,1.9,9.58,7.11,19.55,2.63,2.61,6.38,26.52,2.66,9.01,29.12,0.43,1.02,0.12,0.19,0.0,0.4335,0.1231,18.75,31.82,34.73,256.0,0.9264,3477.0,223.0,0.9207,2813.0,47.0,0.908,511.0,47.0,0.908,511.0
86,39.96,6.87,1583.0,1625.0,-0.99,1.16,39.96,8.77,24.02,7.17,0.3718,0.0878,0.39326,0.1,3.46,0.81,5.31,5.62,21.5,0.68,1.3,2.04,2.35,26.81,0.28,0.85,0.42,1.66,2.51,7.07,7.17,0.3718,0.0878,0.39326,28.52,39.96,40.02,387,0.8958,3715,304,0.8969,2949,8,0.907,86,162,0.9175,1964,22.45,2.65,1591.0,1565.0,-0.74,1.04,22.45,7.76,12.18,2.51,0.3345,0.0607,0.23,1.73,1.2,6.03,5.27,12.18,1.96,1.96,4.51,16.24,1.2,6.47,18.2,0.28,1.94,0.25,-0.02,0.05,0.3345,0.0607,16.02,22.45,22.49,821.0,0.7639,3477.0,712.0,0.7469,2813.0,14.0,0.8228,79.0,354.0,0.8038,1804.0
87,19.59,5.32,1445.0,1484.0,-0.74,1.01,19.59,4.38,12.57,2.64,0.1983,-0.1676,0.15791,0.07,2.6,0.33,1.78,2.76,9.51,0.53,0.91,0.9,0.62,11.29,0.13,0.38,0.67,2.68,3.06,3.76,2.64,0.1983,-0.1676,0.15791,18.14,19.59,19.59,1924,0.4821,3715,1584,0.4629,2949,45,0.5161,93,76,0.4532,139,8.16,2.75,1417.0,1432.0,-1.23,0.7,8.16,3.63,3.06,1.48,-0.062,0.1089,0.12,1.9,0.34,1.72,1.95,3.06,-0.01,-0.02,2.3,4.79,-0.28,2.29,4.78,0.57,0.98,0.09,-0.21,0.05,-0.062,0.1089,11.11,8.16,9.89,2731.0,0.2146,3477.0,2233.0,0.2062,2813.0,67.0,0.2299,87.0,103.0,0.189,127.0
88,66.67,6.72,1765.0,1807.0,-0.82,1.09,66.67,14.31,42.52,9.84,0.3957,0.1263,0.55364,0.01,3.39,1.63,10.93,9.66,39.23,0.71,1.51,3.96,5.0,50.15,0.04,0.13,0.79,3.16,3.29,12.02,9.84,0.3957,0.1263,0.55364,43.0,66.67,66.79,30,0.9919,3712,20,0.9932,2947,2,0.9714,70,5,0.9738,191,39.3,5.43,1796.0,1733.0,-0.7,1.03,39.3,11.8,21.42,6.08,0.3566,0.4776,0.27,1.94,1.98,9.87,7.26,21.42,2.45,2.46,6.79,28.83,3.11,9.24,31.28,0.18,2.45,-0.04,3.38,0.11,0.3566,0.4776,23.37,36.19,39.32,102.0,0.9707,3477.0,89.0,0.9684,2813.0,4.0,0.942,69.0,13.0,0.9286,182.0
93,30.57,3.5,1520.0,1565.0,-1.96,1.96,30.57,6.25,20.78,3.53,0.1641,-0.0753,0.12556,0.04,3.2,0.52,3.06,4.48,17.68,0.75,0.67,1.15,2.29,20.74,0.38,1.13,0.49,1.97,3.11,5.74,3.53,0.1641,-0.0753,0.12556,30.57,30.57,30.57,777,0.7907,3712,634,0.7849,2947,13,0.8143,70,351,0.821,1961,27.25,3.1,1649.0,1602.0,-0.83,0.98,27.25,4.83,19.77,2.65,0.4968,0.0782,0.41,1.48,0.67,3.34,8.54,19.77,1.24,1.24,7.97,21.88,1.31,9.21,23.12,0.28,1.76,0.4,0.06,0.14,0.4968,0.0782,15.36,27.25,28.13,468.0,0.8654,3477.0,413.0,0.8532,2813.0,8.0,0.8788,66.0,183.0,0.8986,1804.0
94,18.99,3.5,1441.0,1480.0,-1.96,1.96,18.99,3.88,12.91,2.19,0.1018,-0.0829,0.07692,0.03,1.99,0.32,1.9,2.78,10.98,0.47,0.42,0.71,1.42,12.88,0.23,0.7,0.31,1.22,1.93,3.57,2.19,0.1018,-0.0829,0.07692,18.99,18.99,18.99,1973,0.4685,3712,1629,0.4472,2947,305,0.4234,529,305,0.4234,529,10.66,2.98,1447.0,1462.0,-0.78,0.98,10.66,3.52,5.65,1.49,0.0826,-0.0799,0.13,2.01,0.3,1.52,3.0,5.65,2.29,2.28,1.01,4.89,0.65,3.3,7.17,0.41,1.25,-0.04,-0.19,0.07,0.0826,-0.0799,10.07,10.66,11.09,2264.0,0.3489,3477.0,1883.0,0.3306,2813.0,335.0,0.3444,511.0,335.0,0.3444,511.0
95,43.09,6.55,1605.0,1648.0,-0.7,1.18,43.09,12.94,25.87,4.28,0.3742,-0.0348,0.16032,0.04,2.78,1.45,10.16,7.05,26.4,1.91,1.05,1.05,4.5,36.56,0.27,0.82,-0.34,-1.35,-0.53,8.44,4.28,0.3742,-0.0348,0.16032,31.57,43.09,43.09,282,0.924,3712,222,0.9247,2947,1,0.8889,9,25,0.8691,191,20.98,2.76,1573.0,1553.0,-0.95,0.81,20.98,8.13,9.84,3.01,0.226,0.0619,0.26,1.48,1.34,6.65,4.54,9.84,1.58,1.6,4.31,14.89,0.77,5.89,16.49,0.08,2.48,0.15,0.14,0.16,0.226,0.0619,23.23,20.98,24.52,956.0,0.7251,3477.0,819.0,0.7089,2813.0,3.0,0.5,6.0,80.0,0.5604,182.0
97,17.15,7.16,1429.0,1465.0,-0.84,0.93,17.15,5.2,8.91,3.04,0.0407,-0.1308,0.26493,0.01,2.36,0.41,2.84,2.31,10.33,0.18,0.02,0.69,1.84,13.18,-0.15,-0.45,-0.24,-0.97,-1.42,2.33,3.04,0.0407,-0.1308,0.26493,15.67,17.15,19.15,2398,0.354,3712,1965,0.3332,2947,54,0.2286,70,148,0.2251,191,5.72,3.92,1387.0,1398.0,-0.73,1.02,5.72,2.86,1.39,1.47,-0.1242,-0.0702,0.06,1.35,0.3,1.51,1.1,1.39,0.49,0.49,0.9,2.41,-0.1,1.4,2.89,0.3,1.1,-0.06,0.05,0.07,-0.1242,-0.0702,10.24,5.72,5.72,3153.0,0.0932,3477.0,2568.0,0.0871,2813.0,69.0,0.0,69.0,179.0,0.0165,182.0
100,31.56,6.96,1526.0,1569.0,-0.88,1.11,31.56,8.1,20.21,3.25,0.215,0.0549,0.13275,0.14,2.97,0.71,5.14,4.67,19.44,0.53,0.39,1.51,2.99,24.58,0.25,0.76,0.0,0.01,0.77,5.64,3.25,0.215,0.0549,0.13275,31.02,31.56,32.06,749,0.7984,3715,612,0.7925,2949,74,0.7448,290,329,0.8325,1964,28.04,5.12,1659.0,1608.0,-0.69,1.04,28.04,9.32,16.4,2.32,0.5173,0.0951,0.21,1.43,1.57,7.89,6.51,16.4,2.7,2.7,5.38,21.59,2.03,8.08,24.29,0.5,1.21,-0.04,0.5,0.15,0.5173,0.0951,14.43,28.04,28.06,426.0,0.8775,3477.0,374.0,0.867,2813.0,43.0,0.8475,282.0,169.0,0.9063,1804.0
102,22.16,5.25,1463.0,1504.0,-0.91,1.08,22.16,4.07,16.94,1.15,0.2317,0.0484,0.00096,-0.01,3.04,0.31,1.03,4.38,17.39,1.06,0.26,0.84,2.26,18.42,-0.1,-0.29,-0.04,-0.15,-0.45,4.27,1.15,0.2317,0.0484,0.00096,26.25,22.16,23.26,1578,0.5752,3715,1291,0.5622,2949,34,0.6344,93,60,0.5683,139,18.0,4.26,1537.0,1530.0,-0.92,0.84,18.0,7.55,9.55,0.91,0.1947,0.0811,0.28,1.71,1.2,5.84,4.22,9.55,2.42,2.48,3.0,12.9,1.16,5.42,15.38,0.94,-0.05,0.08,-0.06,0.0,0.1947,0.0811,15.19,18.0,20.7,1259.0,0.6379,3477.0,1080.0,0.6161,2813.0,31.0,0.6437,87.0,52.0,0.5906,127.0
103,44.47,5.18,1614.0,1657.0,-0.82,1.09,44.47,5.84,35.68,2.95,0.3533,-0.1159,0.09194,0.04,3.62,0.37,2.22,3.96,16.02,0.75,0.14,1.31,2.06,18.23,0.15,0.46,4.8,19.2,19.66,9.22,2.95,0.3533,-0.1159,0.09194,45.33,44.47,44.47,259,0.9302,3712,203,0.9311,2947,6,0.9178,73,14,0.8993,139,42.03,7.4,1830.0,1765.0,-0.77,0.98,42.03,13.42,26.31,2.3,0.6266,0.1395,0.42,1.94,2.29,11.49,8.62,26.31,2.49,2.48,8.42,35.31,3.85,10.91,37.8,0.38,1.99,0.2,-0.44,0.17,0.6266,0.1395,22.46,35.83,43.78,61.0,0.9825,3477.0,52.0,0.9815,2813.0,2.0,0.9667,60.0,4.0,0.9685,127.0
107,29.67,3.5,1514.0,1559.0,-1.96,1.96,29.67,6.07,20.17,3.43,0.1593,-0.0759,0.12177,0.04,3.11,0.51,2.97,4.34,17.16,0.73,0.65,1.11,2.22,20.12,0.37,1.1,0.48,1.91,3.01,5.57,3.43,0.1593,-0.0759,0.12177,29.67,29.67,29.67,833,0.7756,3712,675,0.771,2947,133,0.7486,529,133,0.7486,529,23.38,2.72,1602.0,1572.0,-0.86,0.9,23.38,9.68,11.66,2.04,0.3079,0.0693,0.28,1.9,1.57,7.79,5.05,11.66,1.16,1.18,5.46,18.27,0.9,6.62,19.45,0.32,1.59,0.13,-0.03,0.03,0.3079,0.0693,17.73,23.38,23.97,748.0,0.7849,3477.0,652.0,0.7682,2813.0,125.0,0.7554,511.0,125.0,0.7554,511.0
108,41.66,5.67,1595.0,1635.0,-0.94,1.19,41.66,12.77,27.25,1.64,0.3242,-0.1153,0.21099,-0.02,3.32,1.48,9.45,5.91,24.78,0.69,0.57,1.7,4.26,34.24,0.14,0.41,0.51,2.05,2.46,7.86,1.64,0.3242,-0.1153,0.21099,33.08,41.66,41.66,347,0.9066,3715,275,0.9067,2949,7,0.9186,86,142,0.9277,1964,31.17,2.62,1697.0,1634.0,-0.77,0.98,31.17,9.31,19.93,1.92,0.3833,-0.1149,0.36,1.84,1.49,7.47,7.22,19.93,3.12,3.11,5.6,24.29,2.87,8.71,27.4,0.55,1.15,0.02,0.17,0.03,0.3833,-0.1149,15.91,28.55,31.17,303.0,0.9129,3477.0,266.0,0.9054,2813.0,6.0,0.9241,79.0,113.0,0.9374,1804.0
111,62.34,7.18,1735.0,1778.0,-0.94,1.2,62.34,15.25,36.44,10.65,0.4582,-0.011,0.44299,-0.0,3.35,1.74,11.91,6.89,29.65,0.13,0.73,3.06,4.65,41.56,0.11,0.33,1.61,6.46,6.79,10.29,10.65,0.4582,-0.011,0.44299,44.98,62.34,62.39,62,0.9833,3712,47,0.9841,2947,4,0.9322,59,29,0.9852,1961,38.28,6.83,1784.0,1722.0,-0.72,1.01,38.28,11.85,25.74,0.68,0.4251,-0.0137,0.34,1.62,2.04,10.23,8.57,25.74,3.88,3.88,6.74,32.1,4.16,10.62,35.98,0.53,-0.0,-0.06,0.26,-0.04,0.4251,-0.0137,28.2,30.86,38.87,122.0,0.9649,3477.0,104.0,0.963,2813.0,4.0,0.9259,54.0,43.0,0.9762,1804.0
112,16.94,4.48,1427.0,1463.0,-1.16,1.03,16.94,2.98,12.68,1.28,0.1282,-0.1177,-0.06724,0.14,2.44,0.07,0.54,0.88,1.88,0.94,0.02,-0.24,0.27,2.42,0.43,1.29,2.38,9.51,10.8,3.8,1.28,0.1282,-0.1177,-0.06724,28.6,16.94,17.09,2436,0.3438,3712,1998,0.322,2947,49,0.1695,59,1314,0.3299,1961,21.72,5.33,1582.0,1559.0,-0.74,1.02,21.72,7.39,14.88,-0.55,0.3339,-0.0865,0.25,1.33,1.23,6.06,6.03,14.88,2.58,2.6,4.68,18.34,1.79,7.26,20.94,0.43,-0.95,-0.02,-0.06,0.05,0.3339,-0.0865,16.37,21.72,21.72,886.0,0.7452,3477.0,768.0,0.727,2813.0,18.0,0.6667,54.0,389.0,0.7844,1804.0
114,24.13,6.22,1476.0,1520.0,-1.26,0.86,24.13,6.35,15.24,2.53,0.2089,-0.1176,0.18039,0.01,3.9,0.45,2.46,3.3,12.5,0.65,0.51,1.05,1.37,14.96,-0.01,-0.03,0.69,2.78,2.75,4.26,2.53,0.2089,-0.1176,0.18039,45.31,24.13,25.04,1327,0.6425,3712,1093,0.6291,2947,120,0.5862,290,644,0.6716,1961,44.21,5.15,1856.0,1790.0,-0.82,0.94,44.21,10.34,29.67,4.2,0.7015,0.2808,0.35,1.82,1.71,8.52,9.24,29.67,3.32,3.32,7.63,34.87,4.83,10.95,38.19,-0.02,2.87,0.5,0.71,0.14,0.7015,0.2808,20.37,41.82,45.21,36.0,0.9896,3477.0,30.0,0.9893,2813.0,7.0,0.9752,282.0,18.0,0.99,1804.0
115,19.42,6.41,1444.0,1484.0,-1.14,0.81,19.42,3.9,11.9,3.61,0.1867,-0.1396,0.1972,-0.07,2.82,0.17,1.08,2.42,11.87,-0.21,0.18,0.49,2.09,12.96,-0.09,-0.27,0.08,0.3,0.03,2.54,3.61,0.1867,-0.1396,0.1972,33.66,19.42,23.76,1914,0.4844,3712,1577,0.4649,2947,169,0.4172,290,980,0.5003,1961,29.0,2.61,1671.0,1615.0,-0.85,0.94,29.0,9.63,16.76,2.61,0.3808,0.1887,0.02,1.55,1.62,8.08,6.48,16.76,1.19,1.19,6.9,23.65,1.66,8.09,24.84,0.49,1.29,0.09,0.68,0.05,0.3808,0.1887,17.6,29.0,29.29,382.0,0.8901,3477.0,335.0,0.8809,2813.0,37.0,0.8688,282.0,148.0,0.918,1804.0
116,17.24,4.46,1429.0,1465.0,-0.8,0.97,17.24,4.76,6.65,5.83,0.3067,-0.1536,0.26848,0.07,3.29,0.45,1.47,-0.26,-0.97,-0.06,-0.04,0.1,-0.17,0.5,-0.01,-0.04,1.92,7.66,7.63,1.73,5.83,0.3067,-0.1536,0.26848,24.86,17.24,17.38,2392,0.3561,3715,1958,0.336,2949,42,0.3731,67,70,0.375,112,16.04,4.27,1513.0,1514.0,-0.77,1.0,16.04,7.59,6.63,1.81,0.0391,-0.0515,0.15,1.61,1.18,5.98,3.4,6.63,0.6,0.56,3.97,12.05,0.16,4.57,12.62,0.47,0.98,0.1,0.24,0.03,0.0391,-0.0515,14.88,16.04,16.51,1489.0,0.5718,3477.0,1271.0,0.5482,2813.0,32.0,0.4921,63.0,50.0,0.5192,104.0
117,24.56,3.5,1479.0,1523.0,-1.96,1.96,24.56,5.02,16.7,2.84,0.1318,-0.0793,0.10031,0.04,2.57,0.42,2.46,3.6,14.2,0.61,0.54,0.92,1.84,16.66,0.3,0.91,0.4,1.58,2.49,4.61,2.84,0.1318,-0.0793,0.10031,24.56,24.56,24.56,1278,0.6557,3712,1051,0.6434,2947,30,0.589,73,617,0.6854,1961,15.22,3.46,1503.0,1507.0,-1.19,1.03,15.22,4.93,8.24,2.06,0.0784,0.176,0.09,0.68,0.84,4.24,3.79,8.24,1.14,1.11,3.49,11.37,0.61,4.62,12.48,0.61,0.82,-0.02,0.67,-0.03,0.0784,0.176,13.99,15.22,15.22,1593.0,0.5418,3477.0,1356.0,0.518,2813.0,35.0,0.4167,60.0,751.0,0.5837,1804.0
118,85.45,6.34,1892.0,1925.0,-0.71,1.02,85.45,19.76,54.65,11.04,0.6335,0.5835,0.61733,0.32,3.52,2.44,16.25,11.05,44.86,0.19,2.6,4.65,5.83,61.1,0.99,2.97,1.7,6.81,9.79,16.02,11.04,0.6335,0.5835,0.61733,46.02,85.45,85.45,5,0.9987,3715,3,0.999,2949,1,0.9943,175,1,0.9947,188,40.98,8.16,1817.0,1753.0,-0.96,0.79,40.98,14.0,21.2,5.78,0.4349,0.5406,0.25,1.59,2.48,12.41,5.67,21.2,2.7,2.7,5.45,30.91,4.19,8.15,33.6,0.04,2.99,-0.1,2.76,0.08,0.4349,0.5406,26.82,41.91,46.27,77.0,0.9779,3477.0,66.0,0.9765,2813.0,5.0,0.9713,174.0,5.0,0.9734,188.0
120,27.43,3.5,1498.0,1543.0,-1.96,1.96,27.43,5.61,18.65,3.17,0.1473,-0.0774,0.11238,0.04,2.87,0.47,2.74,4.02,15.86,0.68,0.6,1.03,2.06,18.61,0.34,1.02,0.44,1.77,2.79,5.15,3.17,0.1473,-0.0774,0.11238,27.43,27.43,27.43,995,0.732,3712,814,0.7238,2947,18,0.7097,62,461,0.7649,1961,18.63,3.87,1544.0,1535.0,-0.96,0.8,18.63,7.45,10.21,0.97,0.0999,-0.1612,0.31,1.56,1.17,5.88,4.26,10.21,1.76,1.75,3.68,14.35,1.15,5.44,16.1,0.81,0.35,-0.02,-0.19,0.03,0.0999,-0.1612,16.68,22.89,23.32,1177.0,0.6615,3477.0,1008.0,0.6417,2813.0,22.0,0.614,57.0,533.0,0.7045,1804.0
122,25.29,4.74,1484.0,1528.0,-0.96,1.0,25.29,2.83,15.74,6.73,-0.0367,-0.1227,0.46119,-0.04,2.44,0.13,0.39,3.23,16.57,-0.02,-0.14,-0.07,3.46,16.96,-0.13,-0.39,-0.11,-0.44,-0.83,3.0,6.73,-0.0367,-0.1227,0.46119,31.09,25.29,26.88,1207,0.6748,3712,996,0.662,2947,21,0.6866,67,34,0.6964,112,28.23,3.48,1661.0,1609.0,-0.69,1.03,28.23,11.59,14.66,1.98,0.4702,0.0432,0.33,1.4,2.01,10.2,6.31,14.66,1.51,1.45,6.81,23.4,1.2,8.32,24.86,0.37,1.61,-0.09,0.12,-0.04,0.4702,0.0432,15.56,28.23,28.23,414.0,0.8809,3477.0,362.0,0.8713,2813.0,7.0,0.8889,63.0,12.0,0.8846,104.0
123,20.34,5.7,1450.0,1491.0,-0.88,1.09,20.34,4.37,14.16,1.81,0.2811,-0.1214,0.21109,-0.01,3.0,0.45,1.38,4.58,15.36,1.0,1.57,1.42,0.6,16.74,-0.1,-0.3,-0.23,-0.9,-1.21,4.27,1.81,0.2811,-0.1214,0.21109,28.46,20.34,20.78,1782,0.5199,3712,1466,0.5025,2947,271,0.4877,529,271,0.4877,529,21.6,3.87,1580.0,1558.0,-1.0,0.75,21.6,9.31,10.03,2.27,0.1444,0.0837,0.34,1.67,1.53,7.63,5.16,10.03,0.31,0.31,6.38,17.35,0.0,6.69,17.66,0.31,1.84,-0.01,0.13,-0.0,0.1444,0.0837,14.79,21.6,24.51,896.0,0.7423,3477.0,774.0,0.7248,2813.0,141.0,0.7241,511.0,141.0,0.7241,511.0
125,64.3,5.28,1749.0,1791.0,-0.71,1.15,64.3,18.79,36.45,9.06,0.5655,0.2378,0.5904,0.06,3.76,2.28,15.03,9.56,34.12,1.97,2.28,3.17,4.17,49.15,0.19,0.58,0.44,1.75,2.33,12.22,9.06,0.5655,0.2378,0.5904,48.77,64.3,64.3,45,0.9879,3712,33,0.9888,2947,3,0.9571,70,7,0.9634,191,44.82,6.97,1864.0,1797.0,-0.95,0.81,44.82,15.02,23.08,6.72,0.3903,0.6001,0.16,1.54,2.7,13.47,7.33,23.08,3.15,3.16,6.87,33.39,3.86,10.02,36.56,-0.08,3.13,-0.21,3.71,0.17,0.3903,0.6001,26.72,44.47,46.76,32.0,0.9908,3477.0,27.0,0.9904,2813.0,2.0,0.971,69.0,3.0,0.9835,182.0
126,30.8,5.37,1521.0,1567.0,-0.97,1.01,30.8,5.02,23.66,2.12,0.3404,-0.1343,0.13167,0.06,3.31,0.31,1.72,5.2,22.76,0.26,0.65,1.17,3.31,24.48,0.76,2.27,-0.34,-1.37,0.9,5.81,2.12,0.3404,-0.1343,0.13167,27.25,30.8,31.9,764,0.7942,3712,623,0.7886,2947,26,0.6286,70,67,0.6492,191,22.47,4.77,1591.0,1565.0,-1.04,0.67,22.47,7.37,12.89,2.21,0.2715,0.0595,0.16,1.45,1.2,5.92,5.04,12.89,1.16,1.18,5.07,17.64,1.32,6.24,18.82,0.72,1.35,0.12,-0.03,0.05,0.2715,0.0595,14.84,22.47,25.4,819.0,0.7645,3477.0,710.0,0.7476,2813.0,27.0,0.6087,69.0,66.0,0.6374,182.0
127,8.8,4.21,1372.0,1388.0,-0.88,1.15,8.8,3.07,4.05,1.69,-0.0663,-0.0411,0.1079,0.21,2.58,0.03,0.49,1.03,2.03,0.52,0.64,0.28,-0.31,2.52,0.57,1.7,0.08,0.32,2.02,1.77,1.69,-0.0663,-0.0411,0.1079,18.04,8.8,8.8,3476,0.0636,3712,2772,0.0594,2947,149,0.1486,175,160,0.1489,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,22.58,3.5,1466.0,1508.0,-1.96,1.96,22.58,4.62,15.35,2.61,0.1211,-0.0806,0.092,0.03,2.36,0.39,2.26,3.31,13.06,0.56,0.5,0.85,1.69,15.31,0.28,0.84,0.36,1.45,2.29,4.24,2.61,0.1211,-0.0806,0.092,22.58,22.58,22.58,1497,0.5967,3712,1226,0.584,2947,30,0.5161,62,744,0.6206,1961,14.67,3.73,1496.0,1502.0,-0.95,1.09,14.67,4.28,8.59,1.81,0.1468,0.0832,0.19,1.11,0.62,3.16,3.95,8.59,1.45,1.43,3.13,10.32,0.72,4.57,11.75,0.5,1.34,-0.11,0.14,-0.06,0.1468,0.0832,12.18,14.67,15.28,1671.0,0.5194,3477.0,1413.0,0.4977,2813.0,35.0,0.386,57.0,792.0,0.561,1804.0
131,46.57,6.82,1628.0,1670.0,-0.85,1.1,46.57,7.19,37.07,2.3,0.2396,-0.1282,0.08061,0.15,2.86,0.72,4.34,7.94,33.15,0.54,1.36,2.19,4.39,37.49,0.29,0.86,0.77,3.06,3.92,9.54,2.3,0.2396,-0.1282,0.08061,40.93,46.57,46.89,209,0.9437,3712,162,0.945,2947,3,0.9211,38,19,0.9005,191,41.54,6.82,1824.0,1759.0,-0.85,0.9,41.54,9.34,25.17,7.03,0.4926,0.6169,0.2,2.28,1.41,7.06,7.67,25.17,2.91,2.9,6.16,29.33,4.25,9.07,32.23,-0.03,3.2,-0.23,4.01,0.07,0.4926,0.6169,18.18,33.74,43.51,71.0,0.9796,3477.0,62.0,0.978,2813.0,3.0,0.925,40.0,10.0,0.9451,182.0
