team,epa_2025_total_points_mean,epa_2025_total_points_sd,epa_2025_unitless,epa_2025_norm,epa_2025_conf_low,epa_2025_conf_high,epa_2025_breakdown_total_points,epa_2025_breakdown_auto_points,epa_2025_breakdown_teleop_points,epa_2025_breakdown_endgame_points,epa_2025_breakdown_auto_rp,epa_2025_breakdown_coral_rp,epa_2025_breakdown_barge_rp,epa_2025_breakdown_tiebreaker_points,epa_2025_breakdown_auto_leave_points,epa_2025_breakdown_auto_coral,epa_2025_breakdown_auto_coral_points,epa_2025_breakdown_teleop_coral,epa_2025_breakdown_teleop_coral_points,epa_2025_breakdown_coral_l1,epa_2025_breakdown_coral_l2,epa_2025_breakdown_coral_l3,epa_2025_breakdown_coral_l4,epa_2025_breakdown_total_coral_points,epa_2025_breakdown_processor_algae,epa_2025_breakdown_processor_algae_points,epa_2025_breakdown_net_algae,epa_2025_breakdown_net_algae_points,epa_2025_breakdown_total_algae_points,epa_2025_breakdown_total_game_pieces,epa_2025_breakdown_barge_points,epa_2025_breakdown_rp_1,epa_2025_breakdown_rp_2,epa_2025_breakdown_rp_3,epa_2025_stats_start,epa_2025_stats_pre_champs,epa_2025_stats_max,epa_2025_ranks_total_rank,epa_2025_ranks_total_percentile,epa_2025_ranks_total_team_count,epa_2025_ranks_country_rank,epa_2025_ranks_country_percentile,epa_2025_ranks_country_team_count,epa_2025_ranks_state_rank,epa_2025_ranks_state_percentile,epa_2025_ranks_state_team_count,epa_2025_ranks_district_rank,epa_2025_ranks_district_percentile,epa_2025_ranks_district_team_count,epa_2024_total_points_mean,epa_2024_total_points_sd,epa_2024_unitless,epa_2024_norm,epa_2024_conf_low,epa_2024_conf_high,epa_2024_breakdown_total_points,epa_2024_breakdown_auto_points,epa_2024_breakdown_teleop_points,epa_2024_breakdown_endgame_points,epa_2024_breakdown_melody_rp,epa_2024_breakdown_ensemble_rp,epa_2024_breakdown_tiebreaker_points,epa_2024_breakdown_auto_leave_points,epa_2024_breakdown_auto_notes,epa_2024_breakdown_auto_note_points,epa_2024_breakdown_teleop_notes,epa_2024_breakdown_teleop_note_points,epa_2024_breakdown_amp_notes,epa_2024_breakdown_amp_points,epa_2024_breakdown_speaker_notes,epa_2024_breakdown_speaker_points,epa_2024_breakdown_amplified_notes,epa_2024_breakdown_total_notes,epa_2024_breakdown_total_note_points,epa_2024_breakdown_endgame_park_points,epa_2024_breakdown_endgame_on_stage_points,epa_2024_breakdown_endgame_harmony_points,epa_2024_breakdown_endgame_trap_points,epa_2024_breakdown_endgame_spotlight_points,epa_2024_breakdown_rp_1,epa_2024_breakdown_rp_2,epa_2024_stats_start,epa_2024_stats_pre_champs,epa_2024_stats_max,epa_2024_ranks_total_rank,epa_2024_ranks_total_percentile,epa_2024_ranks_total_team_count,epa_2024_ranks_country_rank,epa_2024_ranks_country_percentile,epa_2024_ranks_country_team_count,epa_2024_ranks_state_rank,epa_2024_ranks_state_percentile,epa_2024_ranks_state_team_count,epa_2024_ranks_district_rank,epa_2024_ranks_district_percentile,epa_2024_ranks_district_team_count
6079,14.7,4.8,1412.0,1444.0,-0.86,1.09,14.7,2.55,9.14,3.01,0.009,-0.1299,0.11414,0.03,2.28,0.15,0.28,2.72,9.67,0.41,0.92,0.92,0.45,9.95,0.08,0.24,-0.19,-0.77,-0.53,2.6,3.01,0.009,-0.1299,0.11414,21.41,14.7,14.7,2767,0.2546,3712,2255,0.2348,2947,387,0.2684,529,387,0.2684,529,13.4,4.39,1480.0,1490.0,-0.72,1.03,13.4,5.35,6.99,1.05,0.0069,0.0764,0.0,0.81,0.91,4.54,3.53,6.99,0.62,0.62,3.81,10.92,0.19,4.44,11.54,0.92,0.21,-0.09,-0.01,0.02,0.0069,0.0764,11.36,13.4,13.57,1839.0,0.4711,3477.0,1544.0,0.4511,2813.0,279.0,0.454,511.0,279.0,0.454,511.0
6081,34.25,4.07,1545.0,1590.0,-1.04,0.94,34.25,7.99,24.39,1.87,0.3369,-0.1205,0.09246,0.06,3.29,0.76,4.7,4.55,20.09,0.59,0.25,0.4,3.92,24.79,0.47,1.42,0.72,2.88,4.31,6.35,1.87,0.3369,-0.1205,0.09246,38.32,34.25,35.79,581,0.8435,3712,469,0.8409,2947,94,0.8223,529,94,0.8223,529,35.45,8.19,1749.0,1689.0,-0.97,0.78,35.45,13.33,18.13,3.99,0.5584,0.3283,0.16,2.06,2.25,11.28,6.07,18.13,2.66,2.66,5.66,26.75,2.88,8.33,29.41,0.07,3.26,0.81,-0.46,0.32,0.5584,0.3283,18.48,42.74,43.59,167.0,0.952,3477.0,145.0,0.9485,2813.0,28.0,0.9452,511.0,28.0,0.9452,511.0
6083,19.91,5.08,1447.0,1488.0,-0.85,1.14,19.91,3.63,13.54,2.75,0.2197,-0.1282,0.08354,0.12,2.73,0.2,0.9,3.36,11.91,1.21,0.31,0.56,1.33,12.81,0.46,1.39,0.06,0.24,1.63,3.94,2.75,0.2197,-0.1282,0.08354,22.31,19.91,19.91,1846,0.5027,3712,23,0.3611,36,226,0.6049,572,948,0.5166,1961,15.92,4.77,1511.0,1513.0,-0.86,1.26,15.92,6.09,9.96,-0.14,-0.0169,0.0405,0.07,1.28,0.98,4.81,4.54,9.96,0.6,0.63,4.91,14.15,0.49,5.51,14.77,0.45,-0.42,-0.06,-0.2,0.09,-0.0169,0.0405,10.6,15.92,15.92,1503.0,0.5677,3477.0,11.0,0.6071,28.0,131.0,0.7177,464.0,700.0,0.612,1804.0
6085,19.86,3.4,1447.0,1487.0,-0.97,1.01,19.86,4.0,15.11,0.75,0.0712,-0.139,0.00125,0.1,2.93,0.21,1.07,3.25,14.46,0.01,0.4,0.93,2.01,15.53,0.28,0.85,-0.05,-0.2,0.65,3.58,0.75,0.0712,-0.139,0.00125,21.09,19.86,19.86,1852,0.5011,3712,1529,0.4812,2947,281,0.4688,529,281,0.4688,529,14.24,4.25,1491.0,1498.0,-0.74,1.01,14.24,5.7,6.11,2.42,-0.0622,-0.0196,0.24,1.13,0.91,4.57,2.83,6.11,1.26,1.25,2.49,9.43,0.57,3.74,10.68,0.17,2.2,-0.03,-0.08,0.16,-0.0622,-0.0196,10.34,14.24,15.13,1741.0,0.4993,3477.0,1470.0,0.4774,2813.0,259.0,0.4932,511.0,259.0,0.4932,511.0
6087,30.26,4.37,1518.0,1563.0,-0.8,0.96,30.26,4.84,22.93,2.49,0.1435,-0.1561,0.12741,-0.05,2.84,0.33,2.0,4.48,24.02,-0.52,-0.24,0.4,5.08,26.01,-0.21,-0.64,-0.11,-0.45,-1.09,4.4,2.49,0.1435,-0.1561,0.12741,24.18,30.26,32.08,800,0.7845,3712,650,0.7794,2947,129,0.7561,529,129,0.7561,529,18.81,4.45,1546.0,1536.0,-0.67,1.05,18.81,8.08,7.95,2.78,0.101,0.1198,-0.03,1.59,1.3,6.49,3.58,7.95,0.55,0.55,4.33,13.89,0.45,4.88,14.44,0.41,2.02,0.3,-0.01,0.06,0.101,0.1198,11.98,18.81,18.81,1161.0,0.6661,3477.0,996.0,0.6459,2813.0,180.0,0.6477,511.0,180.0,0.6477,511.0
6088,24.37,8.17,1478.0,1522.0,-0.79,1.1,24.37,4.04,16.46,3.87,0.1704,-0.0521,0.21777,0.0,2.77,0.25,1.26,3.58,16.36,0.29,-0.1,0.92,2.58,17.62,0.12,0.36,-0.07,-0.27,0.1,3.75,3.87,0.1704,-0.0521,0.21777,19.91,24.37,25.77,1301,0.6495,3712,1071,0.6366,2947,204,0.6144,529,204,0.6144,529,12.53,2.38,1470.0,1482.0,-0.76,1.0,12.53,4.36,5.92,2.26,-0.0513,-0.1135,0.03,2.21,0.43,2.14,2.74,5.92,0.68,0.68,2.48,7.38,0.37,3.17,8.06,0.38,1.83,-0.0,-0.0,0.06,-0.0513,-0.1135,10.58,12.53,12.92,1953.0,0.4383,3477.0,1637.0,0.4181,2813.0,293.0,0.4266,511.0,293.0,0.4266,511.0
6090,30.36,4.64,1518.0,1564.0,-1.13,0.86,30.36,6.44,20.65,3.27,0.3295,-0.0295,0.13021,0.02,3.4,0.57,3.04,3.85,16.49,0.32,0.37,1.1,2.41,19.53,0.07,0.2,0.99,3.96,4.16,5.25,3.27,0.3295,-0.0295,0.13021,41.78,30.36,32.58,788,0.7877,3712,641,0.7825,2947,126,0.7618,529,126,0.7618,529,36.66,4.68,1764.0,1703.0,-0.85,0.9,36.66,12.57,20.53,3.56,0.4565,0.1917,0.35,1.81,2.15,10.75,7.26,20.53,2.72,2.72,6.69,28.57,2.91,9.41,31.29,0.1,2.82,0.29,0.29,0.05,0.4565,0.1917,21.78,35.15,36.95,144.0,0.9586,3477.0,125.0,0.9556,2813.0,23.0,0.955,511.0,23.0,0.955,511.0
6091,17.57,6.47,1432.0,1469.0,-0.61,1.07,17.57,5.07,10.11,2.39,0.4092,-0.1702,0.07863,0.07,2.98,0.61,2.08,3.15,8.73,2.67,-0.33,-0.29,1.18,10.81,0.18,0.54,0.21,0.85,1.39,3.62,2.39,0.4092,-0.1702,0.07863,14.53,17.57,17.57,2317,0.3758,3712,1897,0.3563,2947,329,0.3781,529,329,0.3781,529,6.8,2.79,1400.0,1414.0,-0.95,0.83,6.8,4.64,1.61,0.55,-0.0841,-0.0936,0.1,2.35,0.47,2.28,1.12,1.61,0.21,0.23,1.38,3.67,-0.15,1.59,3.89,0.38,0.17,0.01,-0.01,-0.0,-0.0841,-0.0936,7.95,6.8,11.02,3002.0,0.1366,3477.0,2454.0,0.1276,2813.0,442.0,0.135,511.0,442.0,0.135,511.0
6094,15.87,4.35,1420.0,1454.0,-0.91,1.13,15.87,4.28,7.27,4.31,0.1427,-0.1422,0.20502,0.01,3.1,0.3,1.18,1.39,7.17,-0.3,0.2,0.29,1.27,8.35,0.11,0.33,-0.06,-0.23,0.1,1.52,4.31,0.1427,-0.1422,0.20502,18.19,15.87,15.87,2599,0.2998,3712,2128,0.2779,2947,368,0.3043,529,368,0.3043,529,7.87,3.27,1413.0,1428.0,-0.96,0.81,7.87,3.5,4.2,0.17,-0.056,-0.2001,0.19,1.3,0.45,2.2,2.09,4.2,0.41,0.43,2.14,5.97,0.13,2.54,6.4,0.81,-0.4,-0.04,-0.18,-0.03,-0.056,-0.2001,11.49,7.87,9.66,2792.0,0.197,3477.0,2285.0,0.1877,2813.0,416.0,0.1859,511.0,416.0,0.1859,511.0
6096,5.32,2.76,1348.0,1354.0,-1.01,1.03,5.32,3.01,0.94,1.37,0.1117,-0.1291,-0.05021,-0.01,2.12,0.21,0.9,0.38,0.88,0.31,-0.0,0.19,-0.01,1.78,-0.06,-0.18,0.06,0.24,0.06,0.48,1.37,0.1117,-0.1291,-0.05021,13.65,5.32,5.44,3645,0.018,3712,2895,0.0176,2947,520,0.017,529,520,0.017,529,5.5,1.96,1384.0,1395.0,-0.84,0.93,5.5,3.3,1.14,1.05,-0.0156,-0.0134,0.03,1.03,0.45,2.27,0.9,1.14,-0.06,-0.06,1.42,3.48,-0.24,1.36,3.42,0.77,0.37,-0.03,-0.01,-0.04,-0.0156,-0.0134,7.06,5.5,5.97,3181.0,0.0851,3477.0,2588.0,0.08,2813.0,467.0,0.0861,511.0,467.0,0.0861,511.0
6098,14.73,7.23,1412.0,1443.0,-0.87,0.89,14.73,4.42,9.79,0.53,0.3009,-0.0843,-0.06146,0.05,2.86,0.41,1.57,1.4,8.22,-0.29,-0.17,-0.03,1.98,9.78,0.8,2.39,-0.2,-0.82,1.57,2.08,0.53,0.3009,-0.0843,-0.06146,22.9,14.73,19.01,2776,0.2528,3715,2261,0.2333,2949,390,0.2628,529,390,0.2628,529,15.37,3.16,1504.0,1508.0,-0.75,1.01,15.37,7.03,7.48,0.86,0.147,0.0379,0.16,1.02,1.23,6.02,3.22,7.48,1.06,1.11,3.39,12.39,0.68,4.45,13.5,0.83,-0.08,0.03,0.09,-0.02,0.147,0.0379,11.27,15.37,15.37,1561.0,0.551,3477.0,1328.0,0.5279,2813.0,237.0,0.5362,511.0,237.0,0.5362,511.0
6099,23.37,4.31,1471.0,1514.0,-0.87,1.1,23.37,5.1,16.35,1.93,0.2085,-0.1244,-0.01965,0.0,3.57,0.35,1.53,6.84,16.87,5.77,0.06,0.03,1.14,18.4,-0.2,-0.6,0.02,0.07,-0.52,6.84,1.93,0.2085,-0.1244,-0.01965,22.81,23.37,23.37,1404,0.6218,3712,1154,0.6084,2947,218,0.5879,529,218,0.5879,529,15.25,2.67,1503.0,1507.0,-0.9,0.87,15.25,7.05,6.94,1.26,0.045,-0.1697,-0.04,1.14,1.18,5.91,3.37,6.94,0.25,0.24,4.3,12.61,0.15,4.55,12.85,0.53,0.77,0.02,-0.05,-0.0,0.045,-0.1697,11.75,15.25,17.86,1587.0,0.5436,3477.0,1351.0,0.5197,2813.0,240.0,0.5303,511.0,240.0,0.5303,511.0
6100,22.73,6.23,1467.0,1510.0,-0.77,1.16,22.73,3.91,14.95,3.88,0.1554,-0.1282,0.17286,0.25,3.02,0.14,0.88,1.77,5.4,1.04,0.03,0.31,0.52,6.28,3.82,11.46,-0.48,-1.91,9.55,5.24,3.88,0.1554,-0.1282,0.17286,25.46,22.73,22.73,1478,0.6018,3712,1210,0.5894,2947,228,0.569,529,228,0.569,529,20.42,4.29,1566.0,1549.0,-0.73,1.02,20.42,8.28,10.03,2.11,0.1734,0.0535,0.17,0.91,1.48,7.37,4.7,10.03,0.89,0.9,5.29,16.5,0.51,6.18,17.4,0.09,2.02,0.03,-0.06,0.03,0.1734,0.0535,12.48,20.42,20.42,998.0,0.713,3477.0,856.0,0.6957,2813.0,158.0,0.6908,511.0,158.0,0.6908,511.0
6101,19.88,3.5,1447.0,1488.0,-1.96,1.96,19.88,4.07,13.52,2.3,0.1066,-0.0823,0.08067,0.03,2.08,0.34,1.99,2.91,11.5,0.49,0.44,0.75,1.49,13.49,0.25,0.74,0.32,1.28,2.02,3.73,2.3,0.1066,-0.0823,0.08067,19.88,19.88,19.88,1850,0.5016,3712,1527,0.4818,2947,280,0.4707,529,280,0.4707,529,11.06,3.39,1452.0,1467.0,-0.78,0.99,11.06,4.43,3.38,3.24,-0.0373,0.0166,0.09,1.0,0.68,3.43,1.98,3.38,-0.27,-0.28,2.93,7.09,-0.28,2.66,6.81,0.35,2.26,0.16,0.19,0.28,-0.0373,0.0166,9.79,11.06,11.65,2198.0,0.3678,3477.0,1829.0,0.3498,2813.0,324.0,0.3659,511.0,324.0,0.3659,511.0
6104,22.85,5.95,1467.0,1510.0,-0.92,0.85,22.85,3.04,17.32,2.48,0.2444,-0.148,0.10802,0.02,2.88,0.03,0.16,3.57,17.65,-0.21,0.13,0.85,2.93,17.81,0.07,0.2,-0.13,-0.52,-0.32,3.62,2.48,0.2444,-0.148,0.10802,23.43,22.85,24.48,1463,0.6059,3712,44,0.2903,62,185,0.6766,572,44,0.2903,62,16.48,3.7,1518.0,1517.0,-0.78,0.97,16.48,3.76,9.23,3.49,0.1621,0.2041,0.23,1.59,0.6,2.17,4.7,9.23,3.51,3.79,1.8,7.61,1.02,5.31,11.4,0.31,1.42,-0.02,1.9,-0.11,0.1621,0.2041,12.1,16.48,16.63,1427.0,0.5896,3477.0,34.0,0.4426,61.0,124.0,0.7328,464.0,34.0,0.4426,61.0
6106,25.31,5.55,1484.0,1528.0,-0.72,1.03,25.31,3.78,20.39,1.13,0.1818,-0.0985,-0.02177,0.03,2.87,0.21,0.91,4.97,16.93,1.16,1.97,0.4,1.48,17.84,0.62,1.87,0.4,1.6,3.46,6.02,1.13,0.1818,-0.0985,-0.02177,13.69,25.31,25.31,1205,0.6754,3712,20,0.7674,86,147,0.743,572,577,0.7058,1961,5.27,2.35,1381.0,1391.0,-1.22,0.94,5.27,1.71,2.89,0.67,-0.015,-0.1055,0.05,0.46,0.25,1.25,1.57,2.89,-0.11,-0.11,1.93,4.25,-0.12,1.82,4.14,0.1,0.56,-0.0,-0.04,0.06,-0.015,-0.1055,7.69,5.27,6.03,3224.0,0.0728,3477.0,76.0,0.1163,86.0,413.0,0.1099,464.0,1663.0,0.0782,1804.0
6107,13.02,4.59,1401.0,1428.0,-0.81,1.19,13.02,5.76,4.81,2.44,0.0515,-0.0543,0.0795,0.03,2.31,0.67,3.45,0.55,2.05,0.19,0.27,0.37,0.35,5.5,0.82,2.46,0.08,0.3,2.76,2.07,2.44,0.0515,-0.0543,0.0795,18.8,13.02,13.02,3013,0.1883,3712,2443,0.171,2947,12,0.0769,13,1629,0.1693,1961,10.53,3.53,1445.0,1461.0,-0.73,1.04,10.53,3.06,7.09,0.38,-0.0374,0.0418,0.09,1.1,0.39,1.96,3.11,7.09,0.82,0.83,2.68,8.22,0.56,3.5,9.05,0.74,-0.13,-0.04,-0.15,-0.04,-0.0374,0.0418,9.19,10.53,10.53,2294.0,0.3402,3477.0,1906.0,0.3224,2813.0,9.0,0.3571,14.0,1147.0,0.3642,1804.0
6110,21.45,5.74,1458.0,1500.0,-1.11,0.85,21.45,5.53,15.1,0.81,0.3011,0.0296,0.08005,0.03,2.84,0.54,2.69,4.55,15.08,0.52,2.07,2.25,0.07,17.77,0.07,0.21,-0.05,-0.19,0.03,4.92,0.81,0.3011,0.0296,0.08005,21.56,21.45,25.34,1637,0.559,3712,90,0.5337,193,66,0.4923,130,66,0.4923,130,12.29,3.03,1467.0,1480.0,-0.74,1.0,12.29,4.13,8.42,-0.26,0.0881,-0.0148,0.29,0.2,0.8,3.93,4.08,8.42,1.16,1.18,3.72,11.17,0.47,4.88,12.35,0.84,-1.13,-0.09,0.16,-0.05,0.0881,-0.0148,12.84,12.29,12.4,1985.0,0.4291,3477.0,123.0,0.385,200.0,95.0,0.3015,136.0,95.0,0.3015,136.0
6112,19.55,4.25,1445.0,1485.0,-0.89,1.08,19.55,3.71,10.32,5.52,0.1625,-0.1348,0.32463,0.02,2.6,0.31,1.11,2.88,11.31,0.28,0.52,1.28,0.87,12.43,-0.03,-0.08,-0.23,-0.91,-0.99,2.7,5.52,0.1625,-0.1348,0.32463,20.47,19.55,20.83,1897,0.489,3712,1565,0.469,2947,291,0.4499,529,291,0.4499,529,10.23,4.07,1442.0,1458.0,-0.82,0.96,10.23,6.32,1.82,2.08,0.0563,0.0479,0.23,1.54,0.95,4.78,1.54,1.82,1.63,1.61,0.86,4.99,0.13,2.49,6.61,0.2,1.85,0.05,-0.0,-0.02,0.0563,0.0479,13.25,10.23,10.23,2344.0,0.3259,3477.0,1945.0,0.3086,2813.0,345.0,0.3249,511.0,345.0,0.3249,511.0
6113,11.77,5.54,1392.0,1417.0,-0.99,1.05,11.77,4.72,4.99,2.06,0.3805,-0.135,0.10556,0.07,3.11,0.48,1.61,2.23,5.83,1.58,0.29,0.08,0.36,7.45,0.19,0.58,-0.36,-1.42,-0.84,2.15,2.06,0.3805,-0.135,0.10556,21.1,11.77,14.82,3173,0.1452,3712,2567,0.1289,2947,460,0.1304,529,460,0.1304,529,13.12,3.83,1477.0,1488.0,-0.9,0.86,13.12,3.85,6.83,2.43,-0.0134,0.023,0.36,1.36,0.5,2.5,2.98,6.83,1.13,1.13,2.34,8.2,0.67,3.47,9.33,0.33,1.83,-0.07,0.27,0.08,-0.0134,0.023,11.22,13.12,13.49,1878.0,0.4599,3477.0,1576.0,0.4397,2813.0,285.0,0.4423,511.0,285.0,0.4423,511.0
6114,21.18,8.16,1456.0,1498.0,-1.04,0.95,21.18,3.03,14.93,3.23,0.0835,-0.1391,0.21643,-0.01,3.34,-0.04,-0.32,3.26,11.54,0.32,1.47,0.84,0.49,11.22,0.49,1.48,0.48,1.91,3.39,4.09,3.23,0.0835,-0.1391,0.21643,28.1,21.18,24.42,1669,0.5504,3712,1368,0.5358,2947,253,0.5217,529,253,0.5217,529,25.55,3.93,1629.0,1589.0,-0.67,1.05,25.55,9.39,13.29,2.86,0.5925,-0.1594,0.23,0.78,1.75,8.61,5.95,13.29,1.8,1.85,5.89,20.05,1.05,7.7,21.91,0.21,2.14,0.41,-0.01,0.11,0.5925,-0.1594,11.8,25.55,25.55,578.0,0.8338,3477.0,500.0,0.8223,2813.0,93.0,0.818,511.0,93.0,0.818,511.0
6120,34.8,4.71,1548.0,1594.0,-0.97,0.97,34.8,6.71,22.65,5.44,0.2671,-0.1316,0.28307,-0.01,3.14,0.7,3.57,5.17,21.77,0.39,0.64,1.69,2.84,25.34,-0.29,-0.86,0.44,1.74,0.88,5.71,5.44,0.2671,-0.1316,0.28307,25.64,34.8,36.76,560,0.8491,3712,452,0.8466,2947,89,0.8318,529,89,0.8318,529,20.69,4.88,1569.0,1551.0,-0.86,0.9,20.69,6.92,11.86,1.91,0.0636,0.1389,0.23,1.52,1.07,5.4,4.64,11.86,1.07,1.05,4.63,16.21,1.22,5.71,17.26,0.25,1.36,0.13,0.18,-0.0,0.0636,0.1389,12.36,20.69,22.55,975.0,0.7196,3477.0,835.0,0.7032,2813.0,154.0,0.6986,511.0,154.0,0.6986,511.0
6121,31.02,5.68,1523.0,1568.0,-0.74,1.19,31.02,5.75,23.12,2.14,0.2328,-0.1252,0.21027,0.06,3.09,0.37,2.66,4.07,18.29,0.11,0.34,1.11,2.91,20.95,0.13,0.4,1.11,4.44,4.83,5.72,2.14,0.2328,-0.1252,0.21027,29.0,31.02,31.27,754,0.7969,3712,615,0.7913,2947,121,0.7713,529,121,0.7713,529,25.2,4.87,1624.0,1586.0,-0.66,1.05,25.2,8.68,13.66,2.86,0.2818,0.0969,0.15,1.89,1.37,6.79,5.66,13.66,1.26,1.28,5.77,19.17,1.19,7.03,20.45,0.06,2.55,0.33,-0.22,0.15,0.2818,0.0969,13.54,25.2,25.2,604.0,0.8263,3477.0,522.0,0.8144,2813.0,94.0,0.816,511.0,94.0,0.816,511.0
6127,16.87,6.1,1427.0,1463.0,-0.7,1.23,16.87,1.89,15.2,-0.22,0.0144,-0.0329,-0.04832,-0.0,2.64,-0.04,-0.75,4.4,11.49,3.53,-0.03,-0.02,0.77,10.74,0.74,2.21,0.38,1.51,3.72,5.35,-0.22,0.0144,-0.0329,-0.04832,12.16,16.87,16.87,2449,0.3402,3712,2011,0.3176,2947,25,0.4565,46,1323,0.3253,1961,3.36,1.86,1358.0,1362.0,-1.06,0.98,3.36,-0.38,2.88,0.86,-0.0904,-0.1515,0.09,0.96,-0.27,-1.34,1.42,2.88,0.77,0.77,0.37,0.76,0.27,1.15,1.54,0.64,0.42,-0.01,-0.15,-0.03,-0.0904,-0.1515,8.38,3.36,3.6,3399.0,0.0224,3477.0,2758.0,0.0196,2813.0,43.0,0.0,43.0,1760.0,0.0244,1804.0
6128,19.64,4.26,1446.0,1486.0,-0.88,1.03,19.64,3.01,14.95,1.68,0.0723,-0.1334,0.04978,0.01,2.75,0.15,0.26,4.14,15.4,0.17,1.55,1.69,0.67,15.66,0.04,0.13,-0.14,-0.57,-0.45,3.99,1.68,0.0723,-0.1334,0.04978,24.41,19.64,20.58,1877,0.4943,3712,1548,0.4747,2947,285,0.4612,529,285,0.4612,529,17.16,3.32,1526.0,1523.0,-0.73,1.03,17.16,4.56,10.34,2.27,0.3032,0.0097,0.42,0.61,0.81,3.95,5.11,10.34,1.24,1.28,4.68,13.01,0.44,5.92,14.29,0.34,1.64,0.02,0.15,0.12,0.3032,0.0097,11.42,17.16,17.2,1345.0,0.6132,3477.0,1151.0,0.5908,2813.0,210.0,0.589,511.0,210.0,0.589,511.0
6132,29.82,5.02,1515.0,1560.0,-0.92,1.2,29.82,4.6,20.01,5.2,0.1531,-0.1215,0.23777,0.05,2.86,0.27,1.74,4.45,18.89,0.12,0.66,1.68,2.22,20.63,0.68,2.05,-0.23,-0.92,1.13,5.13,5.2,0.1531,-0.1215,0.23777,18.86,29.82,30.09,824,0.778,3712,667,0.7737,2947,43,0.7737,190,373,0.8098,1961,9.86,3.14,1437.0,1453.0,-1.0,1.22,9.86,4.1,5.08,0.68,0.0724,-0.0962,0.14,0.43,0.76,3.67,2.51,5.08,1.01,1.06,2.26,7.69,0.34,3.27,8.75,0.75,-0.04,-0.03,0.01,-0.02,0.0724,-0.0962,10.62,9.86,9.86,2415.0,0.3054,3477.0,1998.0,0.2897,2813.0,145.0,0.2287,188.0,1212.0,0.3282,1804.0
6135,12.47,6.91,1397.0,1423.0,-0.78,1.11,12.47,3.83,6.78,1.86,0.1937,-0.1305,0.04537,0.04,2.17,0.24,1.66,1.72,6.71,0.15,0.5,0.47,0.87,8.37,0.07,0.21,-0.04,-0.14,0.07,2.02,1.86,0.1937,-0.1305,0.04537,21.97,12.47,12.47,3086,0.1686,3712,159,0.1762,193,113,0.1308,130,113,0.1308,130,14.97,3.55,1500.0,1505.0,-0.8,0.96,14.97,6.18,7.31,1.49,-0.0127,0.0218,0.28,1.4,0.95,4.78,3.78,7.31,1.88,1.87,2.85,10.22,0.54,4.73,12.09,0.54,0.87,0.02,-0.01,0.07,-0.0127,0.0218,11.84,14.97,15.76,1627.0,0.5321,3477.0,96.0,0.52,200.0,79.0,0.4191,136.0,79.0,0.4191,136.0
6146,42.21,5.28,1599.0,1643.0,-0.88,1.25,42.21,5.72,32.01,4.49,0.3283,0.2358,0.15852,0.11,3.35,0.54,2.36,6.98,28.45,0.98,1.07,1.57,3.62,30.82,0.48,1.45,0.53,2.1,3.56,8.25,4.49,0.3283,0.2358,0.15852,29.89,42.21,42.21,315,0.9151,3712,250,0.9152,2947,13,0.9316,190,127,0.9352,1961,23.96,3.28,1609.0,1576.0,-0.87,0.93,23.96,8.44,13.16,2.36,0.3007,0.0708,0.2,1.9,1.31,6.54,5.66,13.16,0.74,0.74,6.22,18.96,0.86,6.97,19.7,0.16,1.59,-0.05,0.59,0.07,0.3007,0.0708,16.31,23.96,25.79,697.0,0.7995,3477.0,606.0,0.7846,2813.0,30.0,0.8404,188.0,292.0,0.8381,1804.0
6147,42.86,8.83,1603.0,1647.0,-1.05,1.08,42.86,10.78,24.32,7.77,0.3853,-0.0159,0.31177,0.14,2.51,1.13,8.27,5.58,24.26,0.06,0.81,1.88,4.07,32.53,0.35,1.04,-0.25,-0.99,0.05,6.91,7.77,0.3853,-0.0159,0.31177,31.56,42.86,42.86,289,0.9221,3712,229,0.9223,2947,9,0.9526,190,119,0.9393,1961,35.29,5.37,1748.0,1687.0,-0.65,1.08,35.29,11.05,15.83,8.41,0.2268,0.31,0.32,1.95,1.82,9.1,5.09,15.83,1.63,1.62,5.28,23.31,2.43,6.91,24.93,-0.06,3.12,-0.14,5.58,-0.09,0.2268,0.31,7.99,27.58,35.29,173.0,0.9502,3477.0,151.0,0.9463,2813.0,7.0,0.9628,188.0,62.0,0.9656,1804.0
6152,25.18,3.5,1483.0,1527.0,-1.96,1.96,25.18,5.15,17.12,2.91,0.1351,-0.0789,0.10291,0.04,2.64,0.43,2.52,3.69,14.56,0.62,0.56,0.94,1.89,17.08,0.31,0.93,0.41,1.62,2.56,4.73,2.91,0.1351,-0.0789,0.10291,25.18,25.18,25.18,1215,0.6727,3712,1002,0.66,2947,183,0.6541,529,183,0.6541,529,17.89,2.9,1535.0,1529.0,-0.75,1.0,17.89,6.0,10.32,1.57,0.1435,0.0384,0.25,1.84,0.82,4.16,4.86,10.32,1.43,1.41,4.25,13.07,0.69,5.68,14.49,0.55,0.99,0.12,-0.13,0.03,0.1435,0.0384,13.94,17.89,19.52,1271.0,0.6345,3477.0,1090.0,0.6125,2813.0,201.0,0.6067,511.0,201.0,0.6067,511.0
